content,score,Label
"Payah traveloka sekarang minta di updet sudah di updet malah ga bisa kebuka bolak balik keluar dg sendirinya tk tunggu smpe bbrpa kali ttp saja ga kebuka saya kira sinyalnya yg lemot ternyata tidak, smpe tk copot intall lg copot intall lg ttp saja ngeselin, mau psn tiket jd ga bisa.",1,Negatif
Kenapa gak bisa di buka ko ilang muncul terus apa apaan ini mala gak jelas,1,Negatif
Padahal sdh di perbarui kok malah gk bisa yg ada malah keluar sendiri,1,Negatif
Hati hati kena jebakan tanggal booking hotel. Dan uang saya pernah tidak dikembalikan.,1,Negatif
selalu jadi yg terbaik dan tercepat unt traveling,5,Positif
aplikasinya mudah dan cepat,5,Positif
Aplikasinya tidak bisa di buka. Segera diperbaiki. Soalnya saya ada transaksi yang sudah terbayar dan belum ada konfirmasi dari pihak traveloka.,1,Negatif
Kenapa traveloka gak bisa di buka aplikasi nyaa.. Saya mau masuk mau cek saldo paylater tkut ada yg slah gunakan karena ga bisa kebuka sistem sdng tdk bisa digunakan dh bbrpa hari ini.. Bkin takutt tau2 ada tagihan bukan saya yg pakai.,3,Netral
Sangat membantu,5,Positif
Saya kasih bintang 3 karena percuma payleter nya gak bisa di buka.. Mohon di tingkat kan lagi 🙏 terimakasih,3,Netral
Sangat kecewa respon dr Cs atau call center tidak cepat dan sangat bertele-tele.,1,Negatif
"Udh di update trus notif bar ga ilang""",2,Negatif
membantu permudah perjalanan,4,Positif
Terjangkau sangat membantu,5,Positif
"Saya mau pesan tiket pesawat dari Pekanbaru ke Jakarta pada saat mau memasukkan data travelernya, harus mencantumkan nomor paspor dan tanggal habis berlakunya, sementara saya dan keluarga tidak ada paspor karna hanya dalam negeri saja dijalani. Tolong dong aplikasinya ini jangan dibuat ribet setelah di-update..saya jadi tidak bisa pesan tiket pesawat untuk liburan..",1,Negatif
makin oke traveloka,5,Positif
Payleter saya tidak bisa digunakan kecewa sekali,1,Negatif
Cukup mudah menggunakan aplikasi ini dan sangat membantu mencari akomodasi yang kita perlukan saat kita mau bepergian,4,Positif
Sangat mudah untuk booking tiket pesawat banyak diskonnya,5,Positif
"selama ini pakai aplikasi bagus bagus aja gak pernah ada gangguan, nah knp skrg beberapa hari ini gak bisa di buka aplikasi nya?? setiap mw masuk ke aplikasi tampilan nya langsung keluar sendiri, saya kira hp saya yg ngehang, eh pas saya download ke hp yg lain nya tp tetap sama aja, , tolong admin bisa di bantu untuk bisa masuk lg ke aplikasi nya ...",4,Positif
Mudah di akses dan ada hampir di seluruh Indonesia...,4,Positif
"Tolong diupdate data-data hotelnya. Banyak yang sudah tidak beroperasi tapi masih ada di Aplikasi, bisa di booking dan dibayar. Setiap bulan update fitur tapi isinya belum update. Jadi nggak berguna Update itu.",1,Negatif
Cacat aplikasi banyak banget iklannya cape,1,Negatif
trima kasih traveeloka..semua jd lancar,5,Positif
Setelah update selalu error pesan tiket dan Hotel tidak bisa,1,Negatif
sangat simple dan membantu sekali,5,Positif
Payah banget... Aku cek in hotel udah bayar lunas tapi sampai di tempat full. Udah gitu masih disuruh nunggu 10 menit.. Dan berakhir sejam gak kelar-kelar... Buruk banget pelayanan nya,1,Negatif
"Ini knp aplikasi traveloka tidak bisa terbuka ya, mau pesan tiket pswt jdi tertundaaa .",1,Negatif
"Lebih mudah memesan tiket pesawat dan hotel melalui traveloka, sudah lama pakai traveloka, cara refund atau reschedule cepat dan aman👍👍",5,Positif
Iklan bisa refund pesan hotel.. Ternyata bohong,1,Negatif
Kenapa traveloka skr kok lemot y. Susah di buka aplikasi nya. Loading nya lama,1,Negatif
Mau reschedule saja prosesnya minta ampuun,1,Negatif
"Membantu dan menghemat waktu, untuk bertransaksi dan traveling.",5,Positif
Kenapa Aplikasi traveloka ini gak bisa di buka ya,5,Positif
Ini bagus banget dan berguna kalo kita mau pergi kemana mana murah lagi harga nya,5,Positif
alhamdulillah percaya utk Traveloka tapi knp saya gk bisa menggunakan/mendaftarkan Payleter traveloka utk di gunakan sewaktu2 perjalanan jauh,5,Positif
Susah di buka aplikasi nya padahal butuh untuk booking hotel dan pesawat 😭,5,Positif
mahal bgt skrg ini gak kayak dulu,1,Negatif
Pada saat masuk suka ngeleg dan aplikasi tidak berfungsi,3,Netral
Aplikasi bagus mudah di pergunakan dan sangat membantu utk melakukan perjalanan atau berlibur gak perlu bingung2 lagi,5,Positif
"Aplikasi ini sangat memudahkan saya untuk Bepergian sudah lengkap beserta hotelnya, mantap",5,Positif
Bagus semuanya,5,Positif
"Aplikasi yang sangat membantu travelling mu menjadi sangat mudah, lancar dan fleksibel",5,Positif
"ga asik lagi pake traveloka, Promo ""Grand Bazzar"" udah ga ada lagi tiap bulannya, ngasih Diskon sekarang udah ga jelas, harga nya masih kerasa ga ada diskon wkw, Kode Voucher nya tersembunyi, kayak ga rela di pake gitu, terus ""kebanyakan syarat"" dan zonk lagi ga bisa dipakelah ga bisa diKombiinlah. Tapi Makasihlah👌hotel bintang 4 total 6 malam, include breakfast, 2 hari/mlm tiap 1 bln sekali selama 3 bulan dapet 300rb perbulan, ""mayanlah"" 😅 byee, waktunya pindah app stelah 2,5 tahun brsama 😢",1,Negatif
"Saya yakin sangat banyak orang yang dirugikan oleh sistem traveloka... Saat kita mencari hotel untuk bermalam, entah kenapa direkomendasikan hotel2 dengan tanggal pemesanan bukan pada hari itu... Sehingga, saat kita sudah transaksi, dan menyadari bahwa telah memesan kamar untuk tanggal lainnya... Sangat disayangkan, hampir tidak ada satupun hotel yg bisa reschedule dan refund... Dan uang pun hangus... Sangat jahat sekali sistem ini... Semoga cepat hancur bisnis jahatnya... Kecewa sekali...SO BAD",1,Negatif
Mau tanya dong..saya mau beli tiket pesat lion air di sini untuk tgl 23 ini.. Sebelum saya beli saya ada chek di link lion air tiket nya sudah habis ke jual . Apakah traveloka ikut sama lion air habis jga Terimakash,2,Negatif
aplikasinya terlalu lemot,1,Negatif
Sangat membantu dalam traveling dan mencari objek wisata,3,Netral
Sangat membantu,5,Positif
Gangguan mulu kalo buka aplikasi stuck di logo doang,3,Netral
mantap traveloka serba mudah,5,Positif
"maaf buat developer buat diperbaiki, setelah di update kok malah gak bisa dibuka aplikasinya cuman muncul white screen terus ke out sendiri 🙏",2,Negatif
"kecewa karena semua sistem mereka yg jwb otomatis bkn dr org nya sendiri , saya mau nambah bagasi padahal blm tenggat waktu untuk nambah bagasi tetapi tidak bisa lanjut ke proses pembayaran jdnya gk bisa nambah bagasi dan respos terlalu lama",2,Negatif
Soal refund uang sangaat amat lama padahal kita lagi butuh buat pesan tiket kembali,2,Negatif
lebih mudah klo mau pesen tiket apapun dan dll nyaa,5,Positif
Ada kesulitan login,1,Negatif
Sudah di perbaharui msih tetap saja Loading Lambat... Ini lagi tidak bisa masuk dalam Aplikasi... Sbenarnya Traveloka ini kenapa kaa...,3,Netral
Limit 10jt virtual numbernya ga aktif2 kaya pinjol traveloka,2,Negatif
"Refund yang sulit, dan lama.",1,Negatif
terimakasih memudahkan transaksi,4,Positif
"Harus buat Pin saat pembayaran dan email kode verif lama saat request kembali di batasi 3 kali dan bisa request lagi 56 menit, sangat tidak memudahkan customer",1,Negatif
"Gimana Traveloka ini, pengalaman saya kemaren ketika mau pulang dari Jakarta ke Surabaya, ketika mau buka aplikasi malah macet gak bisa ke buka, yang ada hanya gambar burung gak bergerak. Padahal tiket saya ada di dalamnya aplikasi, alhasil hampir tidak jadi pulang, untung nya tiket nya terhubung dengan Gmail jadi masih bisa di cek di e-mail, payah Traveloka buat senam jantung saja",1,Negatif
Update Mulu update Mulu capek tau ga sih . fitur nya juga sama aja ko .please lah gausah update mulu,2,Negatif
Sangat payah. Susah untuk melakukan memilih kursi dan cek'in. Mending beli tiket penerbangan langsung di app maskapainya dari pada disini. Ga sama waktu sebelum di perbarui sangat payah sekarang,1,Negatif
"Aplikasi sudah bagus, jelas dan mudah digunakan, tapi dalam pembayaran untuk masuk nominal harus manual, sebaiknya virtual account otomatis ngisi sendiri biar lebih cepat......itu masukan kami terima kasih",4,Positif
"Yang saya suka dari App ini adalah ilmu wawasan. Seperti tips manage uang atau yg lain, padahal app ini adalah platform penyedia jasa. Tapi app ini juga ada artikel tentang banyak hal yg menurut saya sangat penting di baca anak2 milenial. Thanks Traveloka❤️❤️",5,Positif
Mempermudah untuk pesan tiket,5,Positif
Jangan pernah beli disini.. Cs dan support nya robot semua. Lebih bagus beli mahal sedikit ditempat lain drpd disini Setiap ada masalah anda disuruh tunggu 2x60 3x60 6x60 3 hari 5 hari Hanya itu jawaban mereka,1,Negatif
"Sudah direfund tapi tidak berhasil padahal sesuai dengan aturan berlaku refund. Walau apapun alasan pembatalan itu kan hak kami , itupun refund sudah dipotong . Tidak guna refund aplikasi ini",1,Negatif
Tolong lah pihak traveloka dana refund saya di transfer sesuai potongan nya... Proses nya begitu lama,2,Negatif
belanja itu tidak la muda dgn yeraveloka ini akn siya² tdk semua org percaya.,3,Netral
Mungkin karena terlena dengan nama besar. Pelayan situs ini sudah parah. Tidak bisa mengakomodir penumpang yang salah ketik nama yg cuma satu huruf vokal. Sehingga. Kami diharuskan membeli ulang tiket untuk penerbangan yg sama. Cobalah untuk manusiawi. Tidak semua orang bisa membuang2 uang. Masyarakat indonesia belum makmur semua,1,Negatif
Sangat membantu untuk bepergian,5,Positif
payah nih aplikasi traveloka saya ngajuin pay later gak di setujuin mulu masa bulan depan mulu gimana ini.saya pake shopee ngajuin pay later cepat gak di persulit dan lancar2 saja.auto unistall ini mah klo begini terus,3,Netral
"treveloka sangat membantu, semakin maju terus traveloka",5,Positif
Sangat - sangat membantu sekali..hanya tingkatkan sistem informasi yg lebih lengkap terutama setelah pembelian tiket pesawat dan hotel..❤️❤️,5,Positif
cuma klo bisa di murahin sedikit harga nya itu aja,5,Positif
banyak biaya lainnya😀,4,Positif
"Traveloka yg terbaik, pelayanan sangat memuaskan 😘😘",5,Positif
sukses selalu yah traveloka... terima kasih sudah jadi aplikasi andalan saat berpergian,5,Positif
Traveloka memang is thebes jadi tidak perlu bingung lagi buat beli tiket untuk liburan kemana aja dan bisa booking hotel juga dalam 1 aplikasi,5,Positif
"Aplikasi aneh dan berbelit belit Beli gift voucher total nominal 2jt, dikirim ke 2 penerima, penerima pertama pake aman, giliran saya mau pake gak bisa, keterangannya sudah pernah dipakai.. Waktu konfirmasi pelayan kayak aplikasi abal abal amatiran jawaban muter muter tanpa solusi, seminggu lebih nunggu info ujungnya dikonfirmasi sudah pernah dipake, lah siapa yg pake? Kalo aja ada bintang minus, udah tak kasih minus ni aplikasi 👎👎👎👎",1,Negatif
"Sebenarnya Aplikasinya ok, sangat membantu, tapi kenapa poin sy selalu hilang, padahal transaksi sy ada banyak dan setiap selesai misi transaksi sy selalu dapat pesan bahwa poin sy bertambah, tapi kalau sy cek brp poin sy yg sdh terkumpul di dalam aplikasinya, malah dibilang nol (belum ada poin yg terkumpul) lalu kemana poin sy????",2,Negatif
"Pengalaman buruk yg tidak bisa dilupakan. Sebagai pihak ketiga, Traveloka tidak bisa memberikan kenyamanan untuk customer nya.",1,Negatif
sangat membantu sekali aplikasi ini,5,Positif
"Mohon bantuannya, refoun saya di tolak, bagai mana solusi selanjutnya....",3,Netral
mantapp dan oke dgn traveloka,5,Positif
"Saya merasa agak kecewa sama traveloka soalnya jd nasabah nya udah lama dan tidak pernah ada tunggakan tpi tidak tidak pernah ada tawaran paylater card BRI, yg ada hanya mandiri traveloka tolong donk pihak traveloka di chek nsabah yg baik nya",5,Positif
Virtual number saya tiba tiba tidak bisa digunakan sudah saya tanyakan tapi tidak ada hasil,1,Negatif
saya menggunakan traveloka sudah bertahun2 dan saya sangat nyaman.. trimakasih traveloka,5,Positif
"Ini aplikasi penipu ya? Tiap kali pesan selalu beda harga dari apk dengan pihak penginapan. Pertama kali pesan oke gapapa kirain salah teknis, pesan untuk yg kedua kalinya loh kok masih sama, ketiga kalinya masih tetap sama ga sesuai dengan harga dan fasilitas. Malah dibohongi, kata pemiliknya udah lama ga kerjasama dengan apk ini tapi tetep aja masih ada aja detail penginapannya. Penipu. Gak rekomen SAMA SEKALI.",1,Negatif
setelah proses aga panjang akhirnya saya bisa check in di tanggal 4,5,Positif
Aplikasi tolol udh order ga masuk Masuk,1,Negatif
Mengecewakan. Kenapa tidak bisa searching kota keberangkatan dan tujuan? Tolong bikin aplikasi yang niat,1,Negatif
Aplikasi yg hrs dimiliki oleh seorang penjelajah nusantara,5,Positif
Maksa amat iklan lu klik bait,1,Negatif
Kecewa dengan pelayanan traveloka.,1,Negatif
Virtual number tidak dapat digunakan sudah 2 bulan lebih ini gimana yah,1,Negatif
"Cocok di jadiin referensi buat kalian yg mau liburan atau berpergian, pilihannya banyak. Sering dapet promo jg.",5,Positif
Kenapa UANGKU tidak bisa di isi lagi.?,1,Negatif
Makin ke sini makin susah di buk,1,Negatif
"Trimakasih Travelok, selain mudah aplikasinya banyak promo tiket pesawat dan hotel dan untuk Reschedul pun mudah.",5,Positif
luarbiasa sekali sangat membantu,5,Positif
"Aplikasi yang sangat membantu saya dalam mencari tiket pesawat dan hotel. Banyak juga penawaran menarik, promo dan cashback. Traveloka mudah di jalankan. 👍",5,Positif
Pembayarannya dipersulit,1,Negatif
tingkatkan pelayanan,5,Positif
Masih setia. Bismillah naik limit paylaterku,5,Positif
Pengajuan paylater saya hampir di ACC. Tapi sayang nya di tolak ada keterangan sering sering bertransaksi di Traveloka..👎👃😌,1,Negatif
"Udh mo 14 hri refund sy gk di kembalikan ktanya pas 14 hri mau di kembalikan 😭 klw gini trus gw bkal uninstall aja ,kpok sm jnji2 nya gk tepat wktu kecewa berat sm Traveloka,udah di inbox ke Traveloka nya tpi di blg psan anda kami ttup mksdnya apaan",1,Negatif
Kode verifikasi nya ga masuk masuk,1,Negatif
Sangat membantu untuk menemukan penginapan terdekat,5,Positif
Sering digunakan utk bepergian jauh dg pesawat terbang.,5,Positif
"Karena alasan keamanan, belum bisa menghapus nomor telepon. Supaya aman saya turunin dulu bintangnya ya karena saya mau mengganti no HP saja tidak bisa. Benar2 mengecewakan.",1,Negatif
"Putus kerja sama aja dengan uangku, mending kerjasama dengan ewallet yang lain. Saldo saya tersisa gak bisa ditarik, dan ada minimum top up, coba kerja sama dengan ovo atau gopay supaya lebih baik dan fair dalam urusan saldo.",4,Positif
"Setiap pembayaran, loading nya selalu lama untul menunggu persetujuan. Tiba"" close menuju pilihan, padahal sdh ada email masuk bahwa sudah dibayar. Tolong traveloka untuk memperbarui sistemnya.",2,Negatif
sangat praktis dan mudah untuk mencari penerbangan kemana pun,5,Positif
Parah Traveloka reschedule saja udah 6 jam lebih belum dapat konfirmasi sampai sekarang,1,Negatif
sangat membantu perjalanan,5,Positif
Aplikasi yg sangat membantu jika ingin liburan untuk sya yg super sibuk. Terima kasih,5,Positif
"Sangat membantu, sayang tarif tiketnya harganya lebih mahal dibanding langsung di agennya. Terima kasih",5,Positif
Di apk saya nggak muncul harga tiket pesawat di setiap tanggal,2,Negatif
"Saya membeli tiket melalui aplikasi ini, akan tetapi tidak bisa terbang, karena tiket tidak terdaptar di maskapai, cs aplikasi ini susa respont dan tidak ada solusi penyelesaiannya, padahal suda dibayar dan tiket sudah terbit",1,Negatif
"sangat membantu memudahkan pembelian tiket, terima kasih. sukses selalu traveloka",5,Positif
"Aplikasi gk jelas banyak kendala, cukup sekali aja di bikin ribet, e-tiket lama terbitlah, di suruh reschedule ulang lh ribet ...",1,Negatif
"Saya memesankan tiket untuk adik saya, akan tetapi nama yg di inputkan ke sistem malah nama saya sebagai penumpangnya. Gini amat orang yg kerja di traveloka, gak kompeten. Masa hal begitu bisa salah, dan saya sudah rugi tiket",1,Negatif
Kenapa ini nama belakang tidak ada sudah di centang tapi masih ngotot wajib di isi,2,Negatif
"Pilihan penerbangan & hotel beragam, proses pemesanan mudah & sederhana, tersedia pilihan pembayaran..",5,Positif
Easy Reschedule? Easy bgt untuk gagal maksudnya?,1,Negatif
"Sangat membatu untuk cari hotel, banyak diskon nya juga, review pengguna sangat membantu konsumen yg sedang cari hotel yg rekomended",5,Positif
Amat membantu carikan hotel & tiket cepat dan tepat serta lebih henat,5,Positif
"Ini aplikasi yg sangat bagus karena mempermudah kan kita untuk beli tiket dll, pokoknya mantap",5,Positif
Sejauh ini bagus traveloka. Thanks,5,Positif
"Aplikasi favorit untung merencanakan bepergian, walaupun tidak bisa refund bisa di bicarakan melalui customer service yang sangat amat peduli kepada customer seperti saya, terimakasih traveloka atas pelayanan nya",5,Positif
